Post_ID,Platform,Content_Type,Content_Category,Post_Type,Region,Longitude,Latitude,Engagement,Views,Likes,Shares,Comments,Engagement_Rate,Impressions,Video_Views,Live_Stream_Views,Clicks,Click_Through_Rate,Main_Hashtag,Post_Published_At,Post_Date,Post_Hour,Engagement_Level
Post_2836,Facebook,Organic,Customer Story,Video,Germany,10.4515,51.1657,"  344,112 ","  2,002,991 ","  251,242 ","  141,959 ","  69,614 ",0.17,"  2,320,986 ","  2,002,991 ",  -   ,"  58,953 ",2.54%,#CustomerStory,2024-11-18 17:09:00,11/18/2024,17,Medium
Post_3469,Facebook,Organic,Product Promotion,Video,UK,-3.436,55.3781,"  297,425 ","  2,457,677 ","  430,292 ","  193,031 ","  61,899 ",0.12,"  3,143,859 ","  2,457,677 ",  -   ,"  89,285 ",2.84%,#ProductDemo,2024-06-09 15:54:00,6/9/2024,15,Medium
Post_825,Facebook,Organic,Customer Story,Text,Japan,138.2529,36.2048,"  29,177 ","  191,821 ","  38,437 ","  10,394 ","  7,046 ",0.15,"  224,730 ",  -   ,  -   ,"  4,696 ",2.09%,#SuccessStory,2025-02-25 10:25:00,2/25/2025,10,Medium
Post_1332,Facebook,Organic,Entertainment,Text,Germany,10.4515,51.1657,"  122,625 ","  1,441,124 ","  348,916 ","  73,739 ","  29,359 ",0.09,"  1,712,745 ",  -   ,  -   ,"  19,182 ",1.12%,#FunContent,2024-09-19 17:15:00,9/19/2024,17,Low
Post_127,Facebook,Organic,Product Promotion,Text,Germany,10.4515,51.1657,"  187,950 ","  1,656,035 ","  317,284 ","  73,580 ","  71,622 ",0.11,"  1,872,764 ",  -   ,  -   ,"  51,688 ",2.76%,#FeatureHighlight,2024-07-30 17:23:00,7/30/2024,17,Medium
Post_1621,Facebook,Organic,Customer Story,Video,USA,-95.7129,37.0902,"  48,913 ","  321,453 ","  34,931 ","  11,904 ","  15,643 ",0.15,"  381,711 ","  278,907 ",  -   ,"  9,046 ",2.37%,#CustomerStory,2024-10-09 16:54:00,10/9/2024,16,Medium
Post_2465,Facebook,Organic,Entertainment,Video,India,78.9629,20.5937,"  171,123 ","  2,891,604 ","  402,998 ","  134,256 ","  70,312 ",0.06,"  3,721,538 ","  2,891,604 ",  -   ,"  110,901 ",2.98%,#TrendingNow,2024-08-28 12:34:00,8/28/2024,12,Low
Post_2855,Facebook,Sponsored,Customer Story,Image,Germany,10.4515,51.1657,"  323,929 ","  2,044,892 ","  271,791 ","  142,942 ","  58,378 ",0.16,"  2,358,663 ",  -   ,  -   ,"  68,165 ",2.89%,#Testimonial,2025-04-08 16:21:00,4/8/2025,16,Medium
Post_3,Facebook,Sponsored,Entertainment,Video,Brazil,-51.9253,-14.235,"  21,283 ","  253,052 ","  32,206 ","  9,912 ","  8,140 ",0.08,"  304,915 ","  234,412 ",  -   ,"  7,958 ",2.61%,#TrendingNow,2024-12-01 10:02:00,12/1/2024,10,Low
Post_3200,Facebook,Sponsored,Entertainment,Text,Canada,-106.3468,56.1304,"  138,266 ","  1,442,225 ","  312,655 ","  66,749 ","  56,247 ",0.10,"  1,698,497 ",  -   ,  -   ,"  28,704 ",1.69%,#FunContent,2024-12-07 10:11:00,12/7/2024,10,Low
Post_2061,Facebook,Organic,Customer Story,Live Stream,Canada,-106.3468,56.1304,"  44,938 ","  242,977 ","  29,456 ","  15,919 ","  11,285 ",0.18,"  269,411 ",  -   ,"  170,586 ","  7,785 ",2.89%,#CustomerStory,2025-04-07 11:37:00,4/7/2025,11,Medium
Post_3700,Facebook,Sponsored,Customer Story,Video,India,78.9629,20.5937,"  243,230 ","  1,084,689 ","  236,169 ","  85,488 ","  32,099 ",0.22,"  1,380,232 ","  1,084,689 ",  -   ,"  35,471 ",2.57%,#CustomerStory,2024-05-26 12:47:00,5/26/2024,12,High
Post_2098,Facebook,Organic,Customer Story,Live Stream,Australia,133.7751,-25.2744,"  44,681 ","  222,844 ","  35,609 ","  8,018 ","  8,171 ",0.20,"  248,371 ",  -   ,"  74,692 ","  6,507 ",2.62%,#Testimonial,2024-12-31 14:06:00,12/31/2024,14,High
Post_2823,Facebook,Organic,Event / Webinar,Live Stream,USA,-95.7129,37.0902,"  37,634 ","  227,824 ","  53,464 ","  8,538 ","  12,083 ",0.17,"  263,879 ",  -   ,"  423,434 ","  3,931 ",1.49%,#EventRecap,2025-01-30 12:48:00,1/30/2025,12,Medium
Post_4216,Facebook,Sponsored,Product Promotion,Image,India,78.9629,20.5937,"  273,009 ","  2,366,929 ","  378,934 ","  181,051 ","  117,767 ",0.12,"  2,717,850 ",  -   ,  -   ,"  57,618 ",2.12%,#NewRelease,2024-05-11 15:25:00,5/11/2024,15,Medium
Post_2938,Facebook,Organic,Customer Story,Video,UK,-3.436,55.3781,"  90,188 ","  479,446 ","  98,480 ","  32,260 ","  14,449 ",0.19,"  611,360 ","  476,741 ",  -   ,"  9,659 ",1.58%,#CustomerStory,2024-05-07 17:48:00,5/7/2024,17,Medium
Post_819,Facebook,Organic,Product Promotion,Live Stream,Japan,138.2529,36.2048,"  53,553 ","  368,064 ","  91,602 ","  15,471 ","  20,233 ",0.15,"  466,014 ",  -   ,"  189,862 ","  11,184 ",2.40%,#ProductDemo,2024-08-14 15:02:00,8/14/2024,15,Medium
Post_4543,Facebook,Sponsored,Customer Story,Video,USA,-95.7129,37.0902,"  28,133 ","  180,653 ","  19,484 ","  14,384 ","  7,281 ",0.16,"  199,594 ","  177,325 ",  -   ,"  5,967 ",2.99%,#CustomerStory,2025-02-02 11:04:00,2/2/2025,11,Medium
Post_2273,Facebook,Sponsored,Entertainment,Image,India,78.9629,20.5937,"  46,750 ","  539,643 ","  59,138 ","  35,473 ","  22,174 ",0.09,"  690,836 ",  -   ,  -   ,"  19,136 ",2.77%,#MemeMonday,2024-10-15 12:51:00,10/15/2024,12,Low
Post_2299,Facebook,Organic,Customer Story,Video,Australia,133.7751,-25.2744,"  44,102 ","  278,108 ","  28,485 ","  16,570 ","  5,702 ",0.16,"  305,985 ","  240,439 ",  -   ,"  6,792 ",2.22%,#CustomerStory,2024-05-06 17:54:00,5/6/2024,17,Medium
Post_1383,Facebook,Organic,Customer Story,Live Stream,Germany,10.4515,51.1657,"  58,145 ","  314,589 ","  57,076 ","  22,538 ","  7,865 ",0.18,"  354,213 ",  -   ,"  120,227 ","  5,809 ",1.64%,#SuccessStory,2024-05-17 15:35:00,5/17/2024,15,Medium
Post_732,Facebook,Organic,Customer Story,Video,UK,-3.436,55.3781,"  38,346 ","  246,242 ","  34,790 ","  16,121 ","  7,598 ",0.16,"  315,398 ","  234,201 ",  -   ,"  5,645 ",1.79%,#CustomerStory,2025-01-15 16:53:00,1/15/2025,16,Medium
Post_4274,Facebook,Organic,Product Promotion,Video,Canada,-106.3468,56.1304,"  63,776 ","  491,013 ","  49,223 ","  35,028 ","  29,398 ",0.13,"  611,517 ","  491,013 ",  -   ,"  17,428 ",2.85%,#ProductDemo,2024-06-12 16:59:00,6/12/2024,16,Medium
Post_2371,Facebook,Organic,Product Promotion,Image,Australia,133.7751,-25.2744,"  192,042 ","  2,204,388 ","  410,380 ","  155,753 ","  113,421 ",0.09,"  2,817,254 ",  -   ,  -   ,"  38,032 ",1.35%,#NewRelease,2025-04-26 13:34:00,4/26/2025,13,Low
Post_4980,Facebook,Organic,Event / Webinar,Live Stream,Canada,-106.3468,56.1304,"  46,484 ","  348,941 ","  67,580 ","  12,876 ","  7,586 ",0.13,"  384,774 ",  -   ,"  229,877 ","  6,810 ",1.77%,#WebinarReplay,2024-03-13 12:13:00,3/13/2024,12,Medium
Post_4786,Facebook,Organic,Product Promotion,Live Stream,India,78.9629,20.5937,"  37,924 ","  315,884 ","  57,089 ","  24,855 ","  11,363 ",0.12,"  361,373 ",  -   ,"  50,024 ","  7,624 ",2.11%,#FeatureHighlight,2025-02-09 17:22:00,2/9/2025,17,Medium
Post_3206,Facebook,Organic,Entertainment,Image,Australia,133.7751,-25.2744,"  314,531 ","  3,829,267 ","  427,005 ","  231,586 ","  181,007 ",0.08,"  4,599,364 ",  -   ,  -   ,"  121,883 ",2.65%,#MemeMonday,2025-02-27 17:47:00,2/27/2025,17,Low
Post_3107,Facebook,Organic,Customer Story,Image,USA,-95.7129,37.0902,"  66,269 ","  332,694 ","  74,553 ","  21,382 ","  13,760 ",0.20,"  381,730 ",  -   ,  -   ,"  10,802 ",2.83%,#Testimonial,2024-09-28 17:13:00,9/28/2024,17,Medium
Post_2484,Facebook,Sponsored,Entertainment,Text,UK,-3.436,55.3781,"  54,713 ","  660,971 ","  105,128 ","  29,834 ","  25,398 ",0.08,"  760,349 ",  -   ,  -   ,"  13,610 ",1.79%,#FunContent,2024-12-27 16:13:00,12/27/2024,16,Low
Post_4334,Facebook,Sponsored,Customer Story,Image,India,78.9629,20.5937,"  78,698 ","  347,510 ","  37,739 ","  22,909 ","  12,120 ",0.23,"  396,117 ",  -   ,  -   ,"  8,160 ",2.06%,#Testimonial,2024-12-14 12:26:00,12/14/2024,12,High
Post_460,Facebook,Organic,Product Promotion,Text,UK,-3.436,55.3781,"  190,486 ","  1,509,675 ","  281,693 ","  110,627 ","  89,417 ",0.13,"  1,783,706 ",  -   ,  -   ,"  38,528 ",2.16%,#FeatureHighlight,2025-02-12 15:55:00,2/12/2025,15,Medium
Post_3008,Facebook,Organic,Event / Webinar,Live Stream,USA,-95.7129,37.0902,"  533,768 ","  3,093,028 ","  469,359 ","  196,399 ","  93,755 ",0.17,"  3,553,949 ",  -   ,"  1,572,083 ","  71,789 ",2.02%,#WebinarReplay,2024-03-09 16:53:00,3/9/2024,16,Medium
Post_3586,Facebook,Organic,Customer Story,Live Stream,Australia,133.7751,-25.2744,"  44,288 ","  211,291 ","  44,964 ","  7,984 ","  5,613 ",0.21,"  235,415 ",  -   ,"  77,584 ","  4,661 ",1.98%,#CustomerStory,2024-03-08 16:16:00,3/8/2024,16,High
Post_2050,Facebook,Sponsored,Customer Story,Video,Brazil,-51.9253,-14.235,"  92,674 ","  452,509 ","  86,621 ","  21,897 ","  16,573 ",0.20,"  573,061 ","  444,948 ",  -   ,"  10,315 ",1.80%,#CustomerStory,2025-04-29 19:49:00,4/29/2025,19,High
Post_3815,Facebook,Sponsored,Customer Story,Text,UK,-3.436,55.3781,"  44,741 ","  206,824 ","  31,059 ","  9,762 ","  10,427 ",0.22,"  251,674 ",  -   ,  -   ,"  5,385 ",2.14%,#SuccessStory,2024-09-06 11:52:00,9/6/2024,11,High
Post_1208,Facebook,Sponsored,Product Promotion,Video,Australia,133.7751,-25.2744,"  155,695 ","  1,887,039 ","  240,733 ","  111,046 ","  49,428 ",0.08,"  2,210,173 ","  1,887,039 ",  -   ,"  34,036 ",1.54%,#ProductDemo,2024-04-27 10:37:00,4/27/2024,10,Low
Post_3905,Facebook,Organic,Customer Story,Text,UK,-3.436,55.3781,"  65,137 ","  341,307 ","  54,829 ","  14,171 ","  10,002 ",0.19,"  420,648 ",  -   ,  -   ,"  9,338 ",2.22%,#SuccessStory,2025-02-24 16:45:00,2/24/2025,16,Medium
Post_2237,Facebook,Sponsored,Customer Story,Image,Germany,10.4515,51.1657,"  116,083 ","  613,951 ","  112,044 ","  31,109 ","  14,063 ",0.19,"  763,033 ",  -   ,  -   ,"  11,674 ",1.53%,#Testimonial,2024-10-31 16:05:00,10/31/2024,16,Medium
Post_4238,Facebook,Organic,Product Promotion,Image,USA,-95.7129,37.0902,"  215,527 ","  1,619,231 ","  354,024 ","  124,419 ","  72,759 ",0.13,"  2,071,951 ",  -   ,  -   ,"  55,735 ",2.69%,#NewRelease,2024-09-27 12:01:00,9/27/2024,12,Medium
Post_4435,Facebook,Sponsored,Customer Story,Text,USA,-95.7129,37.0902,"  31,936 ","  181,554 ","  37,676 ","  10,694 ","  10,616 ",0.18,"  213,699 ",  -   ,  -   ,"  2,778 ",1.30%,#SuccessStory,2025-04-23 11:19:00,4/23/2025,11,Medium
Post_4711,Facebook,Sponsored,Customer Story,Text,Australia,133.7751,-25.2744,"  60,207 ","  353,556 ","  41,742 ","  26,471 ","  8,194 ",0.17,"  413,583 ",  -   ,  -   ,"  4,632 ",1.12%,#SuccessStory,2024-03-01 12:32:00,3/1/2024,12,Medium
Post_2657,Facebook,Sponsored,Customer Story,Image,India,78.9629,20.5937,"  34,990 ","  222,238 ","  35,954 ","  7,482 ","  8,047 ",0.16,"  246,236 ",  -   ,  -   ,"  5,638 ",2.29%,#Testimonial,2024-11-23 14:15:00,11/23/2024,14,Medium
Post_2851,Facebook,Organic,Product Promotion,Live Stream,UK,-3.436,55.3781,"  34,269 ","  342,596 ","  61,743 ","  20,492 ","  12,549 ",0.10,"  397,410 ",  -   ,"  28,736 ","  10,133 ",2.55%,#ProductDemo,2024-06-14 10:22:00,6/14/2024,10,Medium
Post_1254,Facebook,Sponsored,Product Promotion,Image,Brazil,-51.9253,-14.235,"  116,378 ","  1,304,335 ","  215,199 ","  91,283 ","  64,667 ",0.09,"  1,545,980 ",  -   ,  -   ,"  33,856 ",2.19%,#NewRelease,2025-04-30 10:19:00,4/30/2025,10,Low
Post_1793,Facebook,Sponsored,Customer Story,Image,UK,-3.436,55.3781,"  46,648 ","  193,920 ","  23,047 ","  7,159 ","  9,681 ",0.24,"  231,527 ",  -   ,  -   ,"  2,593 ",1.12%,#Testimonial,2024-08-25 13:12:00,8/25/2024,13,High
Post_3817,Facebook,Organic,Customer Story,Live Stream,Canada,-106.3468,56.1304,"  39,502 ","  193,504 ","  34,810 ","  7,975 ","  5,880 ",0.20,"  236,498 ",  -   ,"  27,350 ","  3,263 ",1.38%,#CustomerStory,2024-06-24 10:00:00,6/24/2024,10,High
Post_1218,Facebook,Organic,Entertainment,Text,Germany,10.4515,51.1657,"  26,691 ","  284,297 ","  29,979 ","  9,976 ","  13,970 ",0.09,"  324,079 ",  -   ,  -   ,"  3,532 ",1.09%,#FunContent,2024-10-09 19:20:00,10/9/2024,19,Low
Post_3362,Facebook,Organic,Product Promotion,Image,Japan,138.2529,36.2048,"  36,812 ","  316,837 ","  61,518 ","  11,796 ","  12,722 ",0.12,"  358,389 ",  -   ,  -   ,"  7,382 ",2.06%,#NewRelease,2025-02-06 16:41:00,2/6/2025,16,Medium
Post_3896,Facebook,Organic,Customer Story,Video,India,78.9629,20.5937,"  55,631 ","  254,168 ","  35,947 ","  16,669 ","  11,247 ",0.22,"  322,577 ","  227,416 ",  -   ,"  8,225 ",2.55%,#CustomerStory,2024-06-15 17:15:00,6/15/2024,17,High
Post_3301,Facebook,Organic,Customer Story,Text,UK,-3.436,55.3781,"  59,522 ","  257,268 ","  60,044 ","  11,960 ","  5,783 ",0.23,"  307,485 ",  -   ,  -   ,"  3,259 ",1.06%,#SuccessStory,2025-01-27 17:55:00,1/27/2025,17,High
Post_4978,Facebook,Organic,Customer Story,Video,Australia,133.7751,-25.2744,"  66,539 ","  269,383 ","  27,852 ","  14,333 ","  13,912 ",0.25,"  304,980 ","  239,098 ",  -   ,"  9,027 ",2.96%,#CustomerStory,2025-02-26 12:57:00,2/26/2025,12,High
Post_3516,Facebook,Organic,Event / Webinar,Live Stream,India,78.9629,20.5937,"  8,543 ","  52,908 ","  5,635 ","  2,721 ","  2,671 ",0.16,"  68,284 ",  -   ,"  494,190 ","  1,693 ",2.48%,#EventRecap,2024-07-11 12:54:00,7/11/2024,12,Medium
Post_1409,Facebook,Organic,Customer Story,Text,Brazil,-51.9253,-14.235,"  25,190 ","  107,317 ","  15,876 ","  6,395 ","  2,456 ",0.23,"  121,213 ",  -   ,  -   ,"  3,042 ",2.51%,#SuccessStory,2024-05-01 14:22:00,5/1/2024,14,High
Post_4825,Facebook,Sponsored,Customer Story,Image,UK,-3.436,55.3781,"  63,043 ","  412,743 ","  65,550 ","  19,205 ","  21,906 ",0.15,"  524,166 ",  -   ,  -   ,"  8,229 ",1.57%,#Testimonial,2024-11-30 14:26:00,11/30/2024,14,Medium
Post_3287,Facebook,Sponsored,Customer Story,Image,Brazil,-51.9253,-14.235,"  19,312 ","  121,951 ","  17,804 ","  6,140 ","  5,238 ",0.16,"  144,588 ",  -   ,  -   ,"  3,788 ",2.62%,#Testimonial,2024-05-26 15:08:00,5/26/2024,15,Medium
Post_1584,Facebook,Organic,Entertainment,Text,Japan,138.2529,36.2048,"  14,995 ","  198,782 ","  39,878 ","  14,385 ","  4,051 ",0.08,"  234,677 ",  -   ,  -   ,"  6,101 ",2.60%,#FunContent,2024-07-29 17:31:00,7/29/2024,17,Low
Post_2257,Facebook,Organic,Customer Story,Image,USA,-95.7129,37.0902,"  34,001 ","  203,355 ","  20,684 ","  10,446 ","  7,404 ",0.17,"  263,889 ",  -   ,  -   ,"  3,588 ",1.36%,#Testimonial,2024-11-09 09:58:00,11/9/2024,9,Medium
Post_198,Facebook,Organic,Entertainment,Text,Canada,-106.3468,56.1304,"  27,395 ","  546,842 ","  119,185 ","  18,849 ","  20,070 ",0.05,"  697,673 ",  -   ,  -   ,"  11,302 ",1.62%,#FunContent,2024-08-19 12:54:00,8/19/2024,12,Low
Post_3831,Facebook,Organic,Customer Story,Text,USA,-95.7129,37.0902,"  32,120 ","  202,398 ","  21,712 ","  8,945 ","  9,141 ",0.16,"  246,285 ",  -   ,  -   ,"  5,689 ",2.31%,#SuccessStory,2025-01-18 11:01:00,1/18/2025,11,Medium
Post_4350,Facebook,Organic,Product Promotion,Text,Germany,10.4515,51.1657,"  56,369 ","  703,068 ","  134,569 ","  33,998 ","  32,984 ",0.08,"  806,691 ",  -   ,  -   ,"  20,086 ",2.49%,#FeatureHighlight,2024-07-19 15:05:00,7/19/2024,15,Low
Post_4901,Facebook,Organic,Customer Story,Live Stream,India,78.9629,20.5937,"  49,759 ","  277,075 ","  50,229 ","  20,374 ","  9,423 ",0.18,"  328,220 ",  -   ,"  199,664 ","  3,807 ",1.16%,#SuccessStory,2024-10-05 14:23:00,10/5/2024,14,Medium
Post_2602,Facebook,Sponsored,Entertainment,Image,USA,-95.7129,37.0902,"  133,910 ","  2,227,171 ","  388,540 ","  119,455 ","  72,223 ",0.06,"  2,837,596 ",  -   ,  -   ,"  70,939 ",2.50%,#MemeMonday,2025-03-27 17:41:00,3/27/2025,17,Low
Post_4129,Facebook,Organic,Entertainment,Video,Australia,133.7751,-25.2744,"  178,494 ","  3,390,375 ","  640,104 ","  232,039 ","  80,062 ",0.05,"  4,256,191 ","  3,390,375 ",  -   ,"  80,867 ",1.90%,#TrendingNow,2024-03-05 17:36:00,3/5/2024,17,Low
Post_328,Facebook,Organic,Customer Story,Image,UK,-3.436,55.3781,"  3,580 ","  22,362 ","  4,544 ","  1,160 ",  675 ,0.16,"  28,358 ",  -   ,  -   ,  700 ,2.47%,#Testimonial,2024-08-21 15:36:00,8/21/2024,15,Medium
Post_1364,Facebook,Sponsored,Product Promotion,Image,USA,-95.7129,37.0902,"  246,856 ","  2,218,255 ","  304,977 ","  73,823 ","  105,643 ",0.11,"  2,694,029 ",  -   ,  -   ,"  74,355 ",2.76%,#NewRelease,2024-09-08 17:15:00,9/8/2024,17,Medium
Post_942,Facebook,Organic,Customer Story,Text,USA,-95.7129,37.0902,"  33,047 ","  168,396 ","  32,015 ","  10,953 ","  5,289 ",0.20,"  206,479 ",  -   ,  -   ,"  5,492 ",2.66%,#SuccessStory,2024-04-04 11:35:00,4/4/2024,11,Medium
Post_1820,Facebook,Sponsored,Customer Story,Image,Brazil,-51.9253,-14.235,"  97,464 ","  524,512 ","  81,738 ","  34,635 ","  22,130 ",0.19,"  621,323 ",  -   ,  -   ,"  16,092 ",2.59%,#Testimonial,2025-04-02 12:35:00,4/2/2025,12,Medium
Post_2716,Facebook,Sponsored,Product Promotion,Video,Brazil,-51.9253,-14.235,"  109,359 ","  1,063,419 ","  117,695 ","  61,556 ","  33,616 ",0.10,"  1,345,874 ","  1,063,419 ",  -   ,"  30,551 ",2.27%,#ProductDemo,2024-04-12 16:22:00,4/12/2024,16,Medium
Post_339,Facebook,Sponsored,Product Promotion,Image,Canada,-106.3468,56.1304,"  79,980 ","  696,702 ","  133,725 ","  53,753 ","  20,641 ",0.11,"  783,302 ",  -   ,  -   ,"  20,365 ",2.60%,#NewRelease,2024-01-31 11:55:00,1/31/2024,11,Medium
Post_2963,Facebook,Organic,Product Promotion,Image,Canada,-106.3468,56.1304,"  285,353 ","  3,205,564 ","  507,207 ","  163,680 ","  171,079 ",0.09,"  3,831,439 ",  -   ,  -   ,"  111,111 ",2.90%,#NewRelease,2024-05-16 12:37:00,5/16/2024,12,Low
Post_4779,Facebook,Organic,Product Promotion,Live Stream,Germany,10.4515,51.1657,"  30,874 ","  235,019 ","  49,607 ","  7,928 ","  5,241 ",0.13,"  264,386 ",  -   ,"  100,742 ","  2,908 ",1.10%,#ProductDemo,2024-06-14 15:46:00,6/14/2024,15,Medium
Post_885,Facebook,Organic,Product Promotion,Video,Canada,-106.3468,56.1304,"  264,469 ","  1,887,259 ","  273,105 ","  86,851 ","  50,147 ",0.14,"  2,371,590 ","  1,887,259 ",  -   ,"  30,356 ",1.28%,#ProductDemo,2024-02-01 11:57:00,2/1/2024,11,Medium
Post_1557,Facebook,Organic,Product Promotion,Video,Japan,138.2529,36.2048,"  61,986 ","  631,787 ","  74,078 ","  40,902 ","  23,794 ",0.10,"  814,371 ","  616,899 ",  -   ,"  15,554 ",1.91%,#ProductDemo,2024-09-28 16:57:00,9/28/2024,16,Low
Post_347,Facebook,Sponsored,Entertainment,Text,Brazil,-51.9253,-14.235,"  36,673 ","  565,730 ","  121,161 ","  21,499 ","  21,759 ",0.06,"  623,358 ",  -   ,  -   ,"  18,264 ",2.93%,#FunContent,2024-06-23 17:19:00,6/23/2024,17,Low
Post_1378,Facebook,Sponsored,Customer Story,Text,Canada,-106.3468,56.1304,"  55,356 ","  358,151 ","  57,210 ","  19,647 ","  16,724 ",0.15,"  394,880 ",  -   ,  -   ,"  6,515 ",1.65%,#SuccessStory,2025-01-26 17:38:00,1/26/2025,17,Medium
Post_792,Facebook,Sponsored,Customer Story,Image,Canada,-106.3468,56.1304,"  27,755 ","  181,894 ","  40,098 ","  10,370 ","  4,214 ",0.15,"  220,668 ",  -   ,  -   ,"  3,618 ",1.64%,#Testimonial,2024-02-22 15:02:00,2/22/2024,15,Medium
Post_4461,Facebook,Sponsored,Customer Story,Video,UK,-3.436,55.3781,"  72,605 ","  412,564 ","  89,491 ","  25,633 ","  23,737 ",0.18,"  534,872 ","  385,941 ",  -   ,"  15,832 ",2.96%,#CustomerStory,2024-10-16 14:03:00,10/16/2024,14,Medium
Post_1875,Facebook,Sponsored,Customer Story,Video,UK,-3.436,55.3781,"  33,190 ","  217,338 ","  34,379 ","  10,605 ","  9,911 ",0.15,"  260,579 ","  198,331 ",  -   ,"  7,582 ",2.91%,#CustomerStory,2024-12-31 12:11:00,12/31/2024,12,Medium
Post_596,Facebook,Organic,Customer Story,Text,Japan,138.2529,36.2048,"  28,235 ","  180,151 ","  29,606 ","  10,276 ","  8,621 ",0.16,"  223,464 ",  -   ,  -   ,"  4,111 ",1.84%,#SuccessStory,2024-09-04 18:56:00,9/4/2024,18,Medium
Post_4925,Facebook,Organic,Customer Story,Live Stream,USA,-95.7129,37.0902,"  62,764 ","  270,712 ","  50,206 ","  16,868 ","  11,447 ",0.23,"  340,316 ",  -   ,"  187,750 ","  5,411 ",1.59%,#SuccessStory,2024-03-02 10:22:00,3/2/2024,10,High
Post_311,Facebook,Organic,Product Promotion,Text,Brazil,-51.9253,-14.235,"  212,976 ","  1,831,140 ","  419,884 ","  139,419 ","  72,297 ",0.12,"  2,236,280 ",  -   ,  -   ,"  27,282 ",1.22%,#FeatureHighlight,2024-08-03 17:17:00,8/3/2024,17,Medium
Post_2395,Facebook,Organic,Customer Story,Text,USA,-95.7129,37.0902,"  40,300 ","  222,784 ","  43,703 ","  17,305 ","  11,937 ",0.18,"  264,043 ",  -   ,  -   ,"  3,855 ",1.46%,#SuccessStory,2024-07-17 12:33:00,7/17/2024,12,Medium
Post_4744,Facebook,Sponsored,Entertainment,Image,UK,-3.436,55.3781,"  268,969 ","  3,754,117 ","  430,330 ","  231,645 ","  89,475 ",0.07,"  4,409,697 ",  -   ,  -   ,"  86,871 ",1.97%,#MemeMonday,2024-08-05 16:46:00,8/5/2024,16,Low
Post_3871,Facebook,Organic,Product Promotion,Text,Australia,133.7751,-25.2744,"  195,773 ","  2,170,485 ","  413,533 ","  139,658 ","  77,574 ",0.09,"  2,723,480 ",  -   ,  -   ,"  81,432 ",2.99%,#FeatureHighlight,2025-02-13 10:46:00,2/13/2025,10,Low
Post_3664,Facebook,Organic,Product Promotion,Live Stream,UK,-3.436,55.3781,"  24,265 ","  185,586 ","  27,460 ","  8,740 ","  10,389 ",0.13,"  231,678 ",  -   ,"  293,045 ","  5,467 ",2.36%,#ProductDemo,2025-02-19 17:20:00,2/19/2025,17,Medium
Post_92,Facebook,Organic,Entertainment,Text,India,78.9629,20.5937,"  40,122 ","  598,383 ","  114,896 ","  30,464 ","  34,292 ",0.07,"  761,868 ",  -   ,  -   ,"  14,399 ",1.89%,#FunContent,2024-10-11 16:22:00,10/11/2024,16,Low
Post_3824,Facebook,Sponsored,Customer Story,Text,Japan,138.2529,36.2048,"  27,221 ","  139,393 ","  14,780 ","  10,609 ","  3,882 ",0.20,"  177,983 ",  -   ,  -   ,"  3,399 ",1.91%,#SuccessStory,2024-04-30 08:49:00,4/30/2024,8,Medium
Post_2416,Facebook,Organic,Customer Story,Video,India,78.9629,20.5937,"  50,205 ","  254,379 ","  27,163 ","  7,655 ","  8,655 ",0.20,"  292,101 ","  224,470 ",  -   ,"  6,104 ",2.09%,#CustomerStory,2025-01-08 17:50:00,1/8/2025,17,Medium
Post_1322,Facebook,Organic,Entertainment,Image,Australia,133.7751,-25.2744,"  107,879 ","  1,778,373 ","  203,664 ","  95,681 ","  106,110 ",0.06,"  2,230,235 ",  -   ,  -   ,"  65,791 ",2.95%,#MemeMonday,2024-12-15 12:28:00,12/15/2024,12,Low
Post_3251,Facebook,Organic,Product Promotion,Image,Canada,-106.3468,56.1304,"  171,172 ","  1,686,913 ","  180,339 ","  133,837 ","  51,531 ",0.10,"  1,898,324 ",  -   ,  -   ,"  31,512 ",1.66%,#NewRelease,2024-05-08 11:25:00,5/8/2024,11,Medium
Post_1486,Facebook,Sponsored,Customer Story,Video,India,78.9629,20.5937,"  31,231 ","  177,902 ","  43,105 ","  6,847 ","  10,429 ",0.18,"  196,220 ","  174,066 ",  -   ,"  5,140 ",2.62%,#CustomerStory,2024-07-15 10:26:00,7/15/2024,10,Medium
Post_2020,Facebook,Sponsored,Customer Story,Text,USA,-95.7129,37.0902,"  26,756 ","  152,025 ","  30,265 ","  9,232 ","  8,204 ",0.18,"  181,830 ",  -   ,  -   ,"  3,363 ",1.85%,#SuccessStory,2024-04-05 15:52:00,4/5/2024,15,Medium
Post_3482,Facebook,Organic,Customer Story,Live Stream,Canada,-106.3468,56.1304,"  22,687 ","  104,812 ","  15,918 ","  6,693 ","  2,954 ",0.22,"  128,255 ",  -   ,"  43,325 ","  2,154 ",1.68%,#SuccessStory,2025-01-30 15:10:00,1/30/2025,15,High
Post_3195,Facebook,Organic,Entertainment,Image,India,78.9629,20.5937,"  39,598 ","  428,018 ","  51,766 ","  23,810 ","  14,059 ",0.09,"  507,044 ",  -   ,  -   ,"  9,887 ",1.95%,#MemeMonday,2024-05-03 11:06:00,5/3/2024,11,Low
Post_2313,Facebook,Organic,Customer Story,Image,Germany,10.4515,51.1657,"  40,512 ","  193,255 ","  35,333 ","  11,186 ","  6,009 ",0.21,"  230,974 ",  -   ,  -   ,"  5,035 ",2.18%,#Testimonial,2025-01-04 17:31:00,1/4/2025,17,High
